Student Name,Course ID,Student ID,Enrollment Number,Year,Course Name,Duration (Years),Branch,Specialization,Total Fees (Per Annum),Yearly Fees,Exam Fees,Extra Fees,Hostel Accommodation,Occupancy,City,State,Country,Email,Phone,Payment Mode,12th Percentage,10th Percentage,Hostel Room Type,Annual Income,Date of Birth
Rasha Bahl,BTechCSE091,STU091,ENR091,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,saanvi07@example.net,9.18853E+11,Cheque,76,90,Non-AC,191814,11/02/2001
Lagan Acharya,BTechCSE092,STU092,ENR092,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,balayaarush@example.org,9.19122E+11,Cheque,72,92,AC,563059,08/03/2006
Zaina Venkataraman,BTechCSE093,STU093,ENR093,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,lavanya15@example.net,9.18176E+11,UPI,70,81,AC,602126,28/02/2003
Nishith Bose,BTechCSE094,STU094,ENR094,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,devanshchatterjee@example.com,9.17427E+11,UPI,61,88,AC,406336,26/12/2001
Navya Garde,BTechCSE095,STU095,ENR095,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,ranbirlanka@example.org,9.1917E+11,RTGS,68,61,Non-AC,104666,20/07/2001
Vardaniya Vala,BTechCSE096,STU096,ENR096,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,tusharrau@example.net,9.17133E+11,DD,84,86,Non-AC,492502,21/06/2006
Aniruddh Solanki,BTechCSE097,STU097,ENR097,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Double Occupancy,Chennai,Tamil Nadu,India,gardeindrans@example.com,9.19199E+11,Cash,79,92,Non-AC,667419,19/06/2002
Trisha Jain,BTechCSE098,STU098,ENR098,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,aarav97@example.net,9.19654E+11,RTGS,60,66,Non-AC,645768,17/06/2005
Amani Khosla,BTechCSE099,STU099,ENR099,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Triple Occupancy,Delhi,Delhi,India,pdivan@example.net,9.1773E+11,DD,70,88,Non-AC,356863,31/08/2002
Kismat Venkatesh,BTechCSE100,STU100,ENR100,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,faiyazchandra@example.com,9.17691E+11,Cheque,86,65,AC,451882,14/05/2004
Arnav Chaudhari,BTechCSE101,STU101,ENR101,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,rati69@example.com,9.19632E+11,UPI,85,65,Non-AC,307071,27/02/2001
Yuvraj  Vasa,BTechCSE102,STU102,ENR102,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,kabirchaudhary@example.com,9.1871E+11,UPI,67,66,Non-AC,744746,30/05/2005
Alia Gokhale,BTechCSE103,STU103,ENR103,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,shalvdass@example.com,9.19253E+11,DD,62,80,AC,275549,17/07/2004
Badal Suresh,BTechCSE104,STU104,ENR104,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,kismat41@example.net,9.18148E+11,UPI,83,84,AC,443854,20/12/2005
Elakshi Chopra,BTechCSE105,STU105,ENR105,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,rsarin@example.com,9.17421E+11,UPI,87,72,Non-AC,759895,05/09/2001
Jiya Bhat,BTechCSE106,STU106,ENR106,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,kismatanand@example.org,9.19427E+11,RTGS,64,92,Non-AC,116537,20/03/2005
Kismat Bains,BTechCSE107,STU107,ENR107,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,manjarishenoy@example.net,9.17943E+11,Cash,75,81,AC,435074,02/01/2004
Bhamini Subramaniam,BTechCSE108,STU108,ENR108,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Single Occupancy,Kolkata,West Bengal,India,kandachirag@example.net,9.18244E+11,RTGS,74,83,AC,309356,26/02/2005
Rasha Sheth,BTechCSE109,STU109,ENR109,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,somsana@example.net,9.19499E+11,Cheque,83,60,Non-AC,781519,17/09/2003
Navya Acharya,BTechCSE110,STU110,ENR110,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,pmanne@example.net,9.1886E+11,UPI,89,89,AC,423884,19/06/2006
Anya Rajagopalan,BTechCSE111,STU111,ENR111,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,anvi94@example.com,9.19238E+11,UPI,80,71,AC,244928,04/09/2005
Tanya Chaudhari,BTechCSE112,STU112,ENR112,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,riya41@example.net,9.19294E+11,DD,89,85,AC,464763,10/07/2004
Indranil Dugar,BTechCSE113,STU113,ENR113,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,chaudharyrohan@example.com,9.18909E+11,DD,78,64,AC,377113,29/10/2003
Gokul Randhawa,BTechCSE114,STU114,ENR114,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,mmani@example.net,9.1947E+11,UPI,86,77,AC,257838,22/10/2000
Hansh Sani,BTechCSE115,STU115,ENR115,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,veerbala@example.com,9.17895E+11,Cash,73,81,AC,147018,02/05/2002
Romil Wagle,BTechCSE116,STU116,ENR116,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Mumbai,Maharashtra,India,krishnamurthyhiran@example.net,9.19271E+11,UPI,62,67,Non-AC,318761,25/12/2001
Samaira Krishnan,BTechCSE117,STU117,ENR117,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,azad97@example.com,9.18648E+11,UPI,66,78,AC,566233,22/01/2001
Hazel Sahota,BTechCSE118,STU118,ENR118,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,kabir19@example.org,9.19431E+11,RTGS,60,62,AC,201677,28/12/2003
Jivika Kumar,BTechCSE119,STU119,ENR119,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,armaan39@example.com,9.17871E+11,Cheque,64,61,Non-AC,536139,25/07/2003
Mishti Dayal,BTechCSE120,STU120,ENR120,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,alishasankaran@example.org,9.17387E+11,DD,61,60,Non-AC,761857,05/01/2003
Shlok Sachdev,BTechCSE121,STU121,ENR121,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,manihiran@example.com,9.19165E+11,UPI,67,87,Non-AC,218182,19/10/2001
Armaan Dora,BTechCSE122,STU122,ENR122,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,shamikdevi@example.com,9.18288E+11,Cash,86,81,Non-AC,112246,08/12/2002
Eshani Kade,BTechCSE123,STU123,ENR123,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Double Occupancy,Mumbai,Maharashtra,India,nzacharia@example.org,9.17955E+11,RTGS,76,86,Non-AC,444771,04/10/2002
Shlok Bakshi,BTechCSE124,STU124,ENR124,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,ryananne@example.net,9.18391E+11,UPI,80,65,AC,340186,27/07/2003
Hridaan Ghosh,BTechCSE125,STU125,ENR125,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,kimayashukla@example.com,9.1889E+11,Cash,81,70,Non-AC,214457,23/08/2001
Gatik Shanker,BTechCSE126,STU126,ENR126,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,dhruv39@example.org,9.19897E+11,Cash,61,81,AC,720817,15/05/2002
Mehul Sen,BTechCSE127,STU127,ENR127,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,mishtiyogi@example.org,9.17658E+11,Cash,74,60,AC,450989,10/08/2002
Kanav Dubey,BTechCSE128,STU128,ENR128,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,rania83@example.org,9.19748E+11,Cash,76,64,Non-AC,384010,20/07/2003
Mishti Deshpande,BTechCSE129,STU129,ENR129,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,kacharya@example.org,9.18681E+11,RTGS,66,62,AC,748644,19/07/2000
Jiya Hegde,BTechCSE130,STU130,ENR130,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,akibe@example.com,9.17862E+11,DD,83,78,AC,232353,20/03/2006
Taran Aurora,BTechCSE131,STU131,ENR131,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,tarasundaram@example.org,9.17613E+11,RTGS,80,79,Non-AC,607284,10/04/2003
Anahi Varty,BTechCSE132,STU132,ENR132,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,iramakrishnan@example.com,9.17081E+11,RTGS,77,90,Non-AC,284272,05/11/2005
Urvi Sane,BTechCSE133,STU133,ENR133,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,indrajitsawhney@example.org,9.1735E+11,DD,78,80,Non-AC,236722,01/06/2004
Bhamini Bhatnagar,BTechCSE134,STU134,ENR134,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,kashvi43@example.org,9.19427E+11,Cash,68,65,Non-AC,554739,05/04/2001
Parinaaz Baria,BTechCSE135,STU135,ENR135,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,boasezoya@example.net,9.1953E+11,Cash,86,74,Non-AC,114066,05/09/2002
Ahana  Gala,BTechCSE136,STU136,ENR136,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,duayuvraj@example.net,9.17197E+11,Cheque,71,71,AC,442496,05/10/2005
Nirvi Golla,BTechCSE137,STU137,ENR137,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Double Occupancy,Hyderabad,Telangana,India,ramakrishnanstuvan@example.org,9.18945E+11,Cheque,71,72,AC,278931,07/02/2002
Mannat Bumb,BTechCSE138,STU138,ENR138,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Kolkata,West Bengal,India,bhamini02@example.net,9.17862E+11,DD,85,80,Non-AC,432818,14/07/2005
Yakshit Sawhney,BTechCSE139,STU139,ENR139,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,adah57@example.com,9.18123E+11,Cash,68,71,Non-AC,690303,11/04/2001
Riya Dhaliwal,BTechCSE140,STU140,ENR140,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,bathtiya@example.org,9.17939E+11,DD,78,92,AC,775739,12/02/2004
Samiha Kapadia,BTechCSE141,STU141,ENR141,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,ranalavanya@example.net,9.19641E+11,Cheque,73,65,AC,282389,07/04/2005
Yuvraj  Lala,BTechCSE142,STU142,ENR142,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Single Occupancy,Chennai,Tamil Nadu,India,kartikwalia@example.net,9.17358E+11,UPI,60,61,Non-AC,435793,17/12/2001
Indrans Chada,BTechCSE143,STU143,ENR143,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,khalsakismat@example.com,9.19353E+11,UPI,73,92,Non-AC,311529,24/07/2004
Kismat Hari,BTechCSE144,STU144,ENR144,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,krishkartik@example.net,9.18076E+11,RTGS,66,79,AC,485142,25/05/2001
Ryan Dalal,BTechCSE145,STU145,ENR145,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,rati37@example.org,9.19398E+11,RTGS,79,77,Non-AC,250975,13/11/2000
Azad Sahota,BTechCSE146,STU146,ENR146,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Single Occupancy,Chennai,Tamil Nadu,India,danizara@example.net,9.19843E+11,DD,76,90,Non-AC,573538,18/12/2002
Jhanvi Verma,BTechCSE147,STU147,ENR147,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,gatik48@example.net,9.19542E+11,Cash,85,89,Non-AC,790502,10/01/2001
Umang Raman,BTechCSE148,STU148,ENR148,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,hansh09@example.org,9.18116E+11,DD,67,60,AC,274219,22/10/2004
Jivin Mallick,BTechCSE149,STU149,ENR149,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,mishtide@example.net,9.19721E+11,Cash,75,81,AC,204802,15/05/2002
Tarini Bedi,BTechCSE150,STU150,ENR150,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,taimursane@example.net,9.17031E+11,DD,68,69,AC,739578,13/09/2003
Dhruv Madan,BTechCSE151,STU151,ENR151,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,borraishita@example.com,9.18272E+11,Cash,61,63,Non-AC,681255,26/06/2005
Ivana Gera,BTechCSE152,STU152,ENR152,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Single Occupancy,Lucknow,Uttar Pradesh,India,kashvi37@example.com,9.18712E+11,DD,85,74,AC,438825,12/04/2003
Shlok Joshi,BTechCSE153,STU153,ENR153,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,adara@example.org,9.19293E+11,UPI,63,77,AC,321716,09/06/2004
